offer_id,product,category,ingredient,count,type
48809592521034,Single Ended Flower Funeral Spray - Standard,4,Rose,7,stems count
48809592521034,Single Ended Flower Funeral Spray - Standard,4,Tulip,8,stems count
48809592521034,Single Ended Flower Funeral Spray - Standard,4,Freesia,8,stems count
48809592521034,Single Ended Flower Funeral Spray - Standard,4,Pincushion,5,stems count
48809592553802,Single Ended Country Flowers Sheaf - Standard,4,Delphinium,1,stems approx
48809592553802,Single Ended Country Flowers Sheaf - Standard,4,Gerbera,2,stems count
48809592553802,Single Ended Country Flowers Sheaf - Standard,4,Rose,5,stems count
48809592553802,Single Ended Country Flowers Sheaf - Standard,4,Chrysanthemum,3,stems count
48809592553802,Single Ended Country Flowers Sheaf - Standard,4,Gypsophila,15,stems count
48809592553802,Single Ended Country Flowers Sheaf - Standard,4,Bouvardia,8,stems count
48809592553802,Single Ended Country Flowers Sheaf - Standard,4,Foliage,12,stems count
48809592586570,Single Ended Flower Funeral Spray - Deluxe,4,Gerbera,6,stems count
48809592586570,Single Ended Flower Funeral Spray - Deluxe,4,Rose,7,stems count
48809592586570,Single Ended Flower Funeral Spray - Deluxe,4,Tulip,8,stems count
48809592586570,Single Ended Flower Funeral Spray - Deluxe,4,Freesia,8,stems count
48809592586570,Single Ended Flower Funeral Spray - Deluxe,4,Pincushion,5,stems count
48809592619338,Single Ended Country Flowers Sheaf - Deluxe,4,Delphinium,1,stems approx
48809592619338,Single Ended Country Flowers Sheaf - Deluxe,4,Gerbera,2,stems count
48809592619338,Single Ended Country Flowers Sheaf - Deluxe,4,Rose,5,stems count
48809592619338,Single Ended Country Flowers Sheaf - Deluxe,4,Chrysanthemum,3,stems count
48809592619338,Single Ended Country Flowers Sheaf - Deluxe,4,Gypsophila,15,stems count
48809592619338,Single Ended Country Flowers Sheaf - Deluxe,4,Bouvardia,8,stems count
48809592619338,Single Ended Country Flowers Sheaf - Deluxe,4,Foliage,12,stems count
48809592652106,"Roses, Chrysanthemum and Lilies Funeral Spray - Standard",4,Rose,12,stems count
48809592652106,"Roses, Chrysanthemum and Lilies Funeral Spray - Standard",4,Chrysanthemum,8,stems count
48809592652106,"Roses, Chrysanthemum and Lilies Funeral Spray - Standard",4,Lily,3,stems count
48809592684874,"Roses, Chrysanthemum and Lilies Funeral Spray - Deluxe",4,Rose,12,stems count
48809592684874,"Roses, Chrysanthemum and Lilies Funeral Spray - Deluxe",4,Chrysanthemum,8,stems count
48809592684874,"Roses, Chrysanthemum and Lilies Funeral Spray - Deluxe",4,Lily,3,stems count
48809592717642,Pink and White Funeral Posy - 14 Inch,4,Chrysanthemum,25,stems count
48809592717642,Pink and White Funeral Posy - 14 Inch,4,Lisianthus,8,stems count
48809592717642,Pink and White Funeral Posy - 14 Inch,4,Rose,3,stems count
48809592750410,Orchids In A Bowl,3,Orchid,3,stems count
48809593700682,101 Long Stem Pink Roses,2,Rose,101,stems count
48809593831754,50 Long Stem Yellow Roses,2,Rose,50,stems count
48809594093898,Tropical Flower Vase - Standard,5,Heliconia,2,stems count
48809594093898,Tropical Flower Vase - Standard,5,Anthurium,3,stems count
48809594093898,Tropical Flower Vase - Standard,5,Black Eyed Susan,4,stems count
48809594093898,Tropical Flower Vase - Standard,5,Brassica,1,stems count
48809594192202,Tropical Flower Vase - Deluxe,5,Heliconia,2,stems count
48809594192202,Tropical Flower Vase - Deluxe,5,Anthurium,3,stems count
48809594192202,Tropical Flower Vase - Deluxe,5,Black Eyed Susan,4,stems count
48809594192202,Tropical Flower Vase - Deluxe,5,Brassica,1,stems count
48809594519882,Shine Bright - Standard,5,Hydrangea,2,stems count
48809594519882,Shine Bright - Standard,5,Orchid,11,stems count
48809594716490,Shine Bright - Deluxe,5,Hydrangea,2,stems count
48809594716490,Shine Bright - Deluxe,5,Orchid,11,stems count
48809595142474,San Sebastian - 18 Stems,1,Peony,18,stems count
48809595175242,San Sebastian - 20 Stems,1,Peony,20,stems count
48809595208010,San Sebastian - 25 Stems,1,Peony,25,stems count
48809595240778,Callas and Roses Cube - Standard,4,Rose,3,stems count
48809595240778,Callas and Roses Cube - Standard,4,Calla Lily,3,stems count
48809595240778,Callas and Roses Cube - Standard,4,Foliage,3,stems count
48809595339082,Callas and Roses Cube - Deluxe,4,Rose,3,stems count
48809595339082,Callas and Roses Cube - Deluxe,4,Calla Lily,3,stems count
48809595339082,Callas and Roses Cube - Deluxe,4,Foliage,3,stems count
48809596518730,Classic Long and Low Table Flowers - Standard,4,Rose,14,stems count
48809596518730,Classic Long and Low Table Flowers - Standard,4,Alstroemeria,8,stems count
48809596518730,Classic Long and Low Table Flowers - Standard,4,Hydrangea,5,stems count
48809596649802,Classic Long and Low Table Flowers - Deluxe,4,Rose,14,stems count
48809596649802,Classic Long and Low Table Flowers - Deluxe,4,Alstroemeria,8,stems count
48809596649802,Classic Long and Low Table Flowers - Deluxe,4,Hydrangea,5,stems count
48809597108554,Winter Melody - Standard,1,Tulip,18,stems count
48809597108554,Winter Melody - Standard,1,Eucalyptus,8,stems count
48809597206858,Winter Melody - Deluxe,1,Tulip,18,stems count
48809597206858,Winter Melody - Deluxe,1,Eucalyptus,8,stems count
48809598189898,Country Basket with Roses and Hydrangeas - Standard,5,Rose,5,stems count
48809598189898,Country Basket with Roses and Hydrangeas - Standard,5,Hydrangea,4,stems count
48809598189898,Country Basket with Roses and Hydrangeas - Standard,5,Chrysanthemum,5,stems count
48809598189898,Country Basket with Roses and Hydrangeas - Standard,5,Solidago,8,stems count
48809598288202,Country Basket with Roses and Hydrangeas - Deluxe,5,Rose,5,stems count
48809598288202,Country Basket with Roses and Hydrangeas - Deluxe,5,Hydrangea,4,stems count
48809598288202,Country Basket with Roses and Hydrangeas - Deluxe,5,Chrysanthemum,5,stems count
48809598288202,Country Basket with Roses and Hydrangeas - Deluxe,5,Solidago,8,stems count
48809598386506,Tropical Designer Flowers in a Glass Vase - Standard,5,Anthurium,4,stems count
48809598386506,Tropical Designer Flowers in a Glass Vase - Standard,5,Pincushion,3,stems count
48809598484810,Tropical Designer Flowers in a Glass Vase - Deluxe,5,Anthurium,4,stems count
48809598484810,Tropical Designer Flowers in a Glass Vase - Deluxe,5,Pincushion,3,stems count
48809598615882,101 Reasons,2,Rose,21,stems count
48809599729994,Orchid Composition in a Bowl,3,Orchid,12,stems count
48809599729994,Orchid Composition in a Bowl,3,Foliage,8,stems count
48809600909642,Golden Baubles Christmas Wreath - 12 Inch,8,Foliage,8,stems count
48809600975178,Golden Baubles Christmas Wreath - 14 Inch,8,Foliage,8,stems count
48809601007946,Golden Baubles Christmas Wreath - 16 Inch,8,Foliage,8,stems count
48809601466698,Silver Baubles and Dried Fruit Christmas Wreath - 12 Inch,8,Foliage,8,stems count
48809601499466,Silver Baubles and Dried Fruit Christmas Wreath - 14 Inch,8,Foliage,8,stems count
48809601532234,Silver Baubles and Dried Fruit Christmas Wreath - 16 Inch,8,Foliage,8,stems count
48809601827146,Classic Christmas Gift,8,Rose,11,stems count
48809601827146,Classic Christmas Gift,8,Amaryllis,1,stems approx
48809601827146,Classic Christmas Gift,8,Pinecones,3,stems count
48809601827146,Classic Christmas Gift,8,Foliage,8,stems count
48809602023754,Luxury Christmas Wreath - 30cm,8,Foliage,18,stems count
48809602023754,Luxury Christmas Wreath - 30cm,8,Berry,24,stems count
48809602023754,Luxury Christmas Wreath - 30cm,8,Pinecones,3,stems count
48809602318666,Silver Star Christmas Wreath - 12 Inch,8,Pinecones,12,stems count
48809602318666,Silver Star Christmas Wreath - 12 Inch,8,Foliage,8,stems count
48809602351434,Silver Star Christmas Wreath - 14 Inch,8,Pinecones,12,stems count
48809602351434,Silver Star Christmas Wreath - 14 Inch,8,Foliage,8,stems count
48809602384202,Silver Star Christmas Wreath - 16 Inch,8,Pinecones,12,stems count
48809602384202,Silver Star Christmas Wreath - 16 Inch,8,Foliage,8,stems count
48809602974026,Pines and Roses,8,Rose,5,stems count
48809602974026,Pines and Roses,8,Rosemary,5,stems count
48809602974026,Pines and Roses,8,Pinecones,3,stems count
48809605628234,The Ridgeway,5,Hydrangea,7,stems count
48809605628234,The Ridgeway,5,Orchid,8,stems count
48809607496010,Blue Ridge - Standard,5,Hydrangea,1,stems count
48809607496010,Blue Ridge - Standard,5,Rose,2,stems count
48809607496010,Blue Ridge - Standard,5,Solidago,5,stems count
48809607496010,Blue Ridge - Standard,5,Amaranthus,3,stems count
48809607528778,Blue Ridge - Deluxe,5,Hydrangea,1,stems count
48809607528778,Blue Ridge - Deluxe,5,Rose,2,stems count
48809607528778,Blue Ridge - Deluxe,5,Solidago,5,stems count
48809607528778,Blue Ridge - Deluxe,5,Amaranthus,3,stems count
48809607889226,Melrose Place - Standard,5,Rose,11,stems count
48809607889226,Melrose Place - Standard,5,Nigella,12,stems count
48809607889226,Melrose Place - Standard,5,Hypericum,8,stems count
48809607889226,Melrose Place - Standard,5,Foliage,7,stems count
48809607889226,Melrose Place - Standard,5,Asclepias,8,stems count
48809607921994,Melrose Place - Deluxe,5,Rose,11,stems count
48809607921994,Melrose Place - Deluxe,5,Nigella,12,stems count
48809607921994,Melrose Place - Deluxe,5,Hypericum,8,stems count
48809607921994,Melrose Place - Deluxe,5,Foliage,7,stems count
48809607921994,Melrose Place - Deluxe,5,Asclepias,8,stems count
48809608085834,Strand - Standard,5,Hydrangea,2,stems count
48809608085834,Strand - Standard,5,Rose,3,stems count
48809608085834,Strand - Standard,5,Pincushion,1,stems count
48809608085834,Strand - Standard,5,Viburnum,4,stems count
48809608085834,Strand - Standard,5,Foliage,8,stems count
48809608216906,Strand - Deluxe,5,Hydrangea,2,stems count
48809608216906,Strand - Deluxe,5,Rose,3,stems count
48809608216906,Strand - Deluxe,5,Pincushion,1,stems count
48809608216906,Strand - Deluxe,5,Viburnum,4,stems count
48809608216906,Strand - Deluxe,5,Foliage,8,stems count
48809608282442,Rue de Rivoli - Standard,2,Rose,14,stems count
48809608282442,Rue de Rivoli - Standard,2,Hydrangea,5,stems count
48809608315210,Rue de Rivoli - Deluxe,2,Rose,14,stems count
48809608315210,Rue de Rivoli - Deluxe,2,Hydrangea,5,stems count
48809608413514,Grand Avenue - Standard,2,Dahlia,5,stems count
48809608413514,Grand Avenue - Standard,2,Hydrangea,3,stems count
48809608413514,Grand Avenue - Standard,2,Daisy,8,stems count
48809608413514,Grand Avenue - Standard,2,Hypericum,7,stems count
48809608413514,Grand Avenue - Standard,2,Nigella,2,stems count
48809608413514,Grand Avenue - Standard,2,Rose,2,stems count
48809608479050,Grand Avenue - Deluxe,2,Dahlia,5,stems count
48809608479050,Grand Avenue - Deluxe,2,Hydrangea,3,stems count
48809608479050,Grand Avenue - Deluxe,2,Daisy,8,stems count
48809608479050,Grand Avenue - Deluxe,2,Hypericum,7,stems count
48809608479050,Grand Avenue - Deluxe,2,Nigella,2,stems count
48809608479050,Grand Avenue - Deluxe,2,Rose,2,stems count
48809608741194,Abbey Road - Standard,2,Rose,5,stems count
48809608773962,Abbey Road - Deluxe,2,Rose,5,stems count
48809609134410,Penny Lane - 100 Roses,2,Rose,100,stems count
48809609134410,Penny Lane - 100 Roses,2,Foliage,15,stems count
48809609232714,Penny Lane - 150 Roses,2,Rose,150,stems count
48809609232714,Penny Lane - 150 Roses,2,Foliage,15,stems count
48809609298250,Penny Lane - 200 Roses,2,Rose,200,stems count
48809609298250,Penny Lane - 200 Roses,2,Foliage,15,stems count
48809609396554,Fifth Avenue - Standard,2,Rose,50,stems count
48809609494858,Fifth Avenue - Deluxe,2,Rose,50,stems count
48809610019146,Primrose - Standard,2,Rose,50,stems count
48809610051914,Primrose - Deluxe,2,Rose,75,stems count
48809610084682,Route 66 - Standard,5,Kangaroo paws,6,stems count
48809610084682,Route 66 - Standard,5,Calla Lily,1,stems approx
48809610084682,Route 66 - Standard,5,Daisy,5,stems count
48809610084682,Route 66 - Standard,5,Lisianthus,1,stems approx
48809610084682,Route 66 - Standard,5,Pincushion,8,stems count
48809610084682,Route 66 - Standard,5,Asclepias,3,stems count
48809610084682,Route 66 - Standard,5,Rose,5,stems count
48809610084682,Route 66 - Standard,5,Gloriosas,4,stems count
48809610117450,Route 66 - Deluxe,5,Kangaroo paws,6,stems count
48809610117450,Route 66 - Deluxe,5,Calla Lily,1,stems approx
48809610117450,Route 66 - Deluxe,5,Daisy,5,stems count
48809610117450,Route 66 - Deluxe,5,Lisianthus,1,stems approx
48809610117450,Route 66 - Deluxe,5,Pincushion,8,stems count
48809610117450,Route 66 - Deluxe,5,Asclepias,3,stems count
48809610117450,Route 66 - Deluxe,5,Rose,5,stems count
48809610117450,Route 66 - Deluxe,5,Gloriosas,4,stems count
48809610150218,Avenue Q - Standard,2,Rose,9,stems count
48809610150218,Avenue Q - Standard,2,Orchid,5,stems count
48809610150218,Avenue Q - Standard,2,Dahlia,2,stems count
48809610150218,Avenue Q - Standard,2,Phlox,5,stems count
48809610150218,Avenue Q - Standard,2,Cornflower,4,stems count
48809610182986,Avenue Q - Deluxe,2,Rose,15,stems count
48809610182986,Avenue Q - Deluxe,2,Orchid,7,stems count
48809610182986,Avenue Q - Deluxe,2,Dahlia,2,stems count
48809610182986,Avenue Q - Deluxe,2,Phlox,9,stems count
48809610182986,Avenue Q - Deluxe,2,Cornflower,4,stems count
48809610215754,Chisholm Trail - Standard,5,Orchid,11,stems count
48809610248522,Chisholm Trail - Deluxe,5,Orchid,11,stems count
48809610314058,El Camino - Standard,5,Rose,13,stems count
48809610314058,El Camino - Standard,5,Hydrangea,2,stems count
48809610346826,El Camino - Deluxe,5,Rose,13,stems count
48809610346826,El Camino - Deluxe,5,Hydrangea,2,stems count
48809610379594,Boulevard Reds - 101 Roses,2,Rose,101,stems count
48809610412362,Boulevard Reds - 151 Roses,2,Rose,151,stems count
48809610445130,Boulevard Reds - 201 Roses,2,Rose,100,stems count
48809610477898,Blue Hydrangea,1,Hydrangea,40,stems count
48809610543434,Tremendous Orchids,3,Orchid,3,stems count
48809610641738,Double Stemmed White Orchid,3,Orchid,2,stems count
48809610674506,Calle Estafeta - Standard,5,Rose,8,stems count
48809610707274,Calle Estafeta - Deluxe,5,Rose,8,stems count
48809610740042,Double Stemmed Pink Orchid,3,Orchid,2,stems count
48809610772810,White Orchidea Glass Vase,3,Orchid,5,stems count
48809610805578,Broadway - Standard,5,Orchid,18,stems count
48809610805578,Broadway - Standard,5,Hydrangea,8,stems count
48809610838346,Broadway - Deluxe,5,Orchid,18,stems count
48809610838346,Broadway - Deluxe,5,Hydrangea,8,stems count
48809610969418,Pink Orchidea,3,Orchid,18,stems count
48809611166026,White Dendrobium,5,Orchid,8,stems count
48809611624778,Bethlehem - 30cm,8,Pinecones,28,stems count
48809611657546,Midwinter - 30cm,8,Pinecones,8,stems count
48809611690314,Festive Fragrance - 30cm,8,Pinecones,8,stems count
48809611690314,Festive Fragrance - 30cm,8,Sprigs,24,stems count
48809611723082,Three Kings - 30cm,8,Berry,47,stems count
48809611723082,Three Kings - 30cm,8,Sprigs,23,stems count
48809611886922,Silver and Gold - 30cm,8,Brunia,14,stems count
48809611886922,Silver and Gold - 30cm,8,Pinecones,6,stems count
48809611886922,Silver and Gold - 30cm,8,Astilbe,8,stems count
48809611952458,Jack Frost - 30cm,8,Brunia,24,stems count
48809611952458,Jack Frost - 30cm,8,Pinecones,13,stems count
48809612181834,12 Red Roses Gift Box - Standard - 12 Roses,11,Rose,12,stems count
48809612214602,12 Red Roses Gift Box - Premium - 24 Roses,11,Rose,24,stems count
48809612247370,12 Red Roses Gift Box - Deluxe - 36 Large,11,Rose,12,stems count
48809612411210,Luxury Red Roses with Veuve - Standard - 12 Roses,11,Rose,12,stems count
48809612443978,Luxury Red Roses with Veuve - Premium - 24 Roses,11,Rose,24,stems count
48809612476746,Luxury Red Roses with Veuve - Deluxe - 36 Large,11,Rose,24,stems count
48809612509514,Luxury Red Roses with Moet - Standard - 12 Roses,11,Rose,12,stems count
48809612542282,Luxury Red Roses with Moet - Premium - 24 Roses,11,Rose,24,stems count
48809612575050,Luxury Red Roses with Moet - Deluxe - 36 Large,11,Rose,24,stems count
48809612607818,Luxury Red Roses Box - Standard - 12 Roses,11,Rose,12,stems count
48809612640586,Luxury Red Roses Box - Premium - 24 Roses,11,Rose,24,stems count
48809612673354,Luxury Red Roses Box - Deluxe - 36 Large,11,Rose,24,stems count
48809612771658,Luxury Pink Roses Gift Box - Standard - 12 Roses,11,Rose,12,stems count
48809612804426,Luxury Pink Roses Gift Box - Premium - 24 Roses,11,Rose,24,stems count
48809612837194,Luxury Pink Roses Gift Box - Deluxe - 36 Large,11,Rose,21,stems count
48809612935498,Luxury Red Rose Box with Dom Perignon - Standard - 12 Roses,11,Rose,12,stems count
48809612968266,Luxury Red Rose Box with Dom Perignon - Premium - 24 Roses,11,Rose,24,stems count
48809613001034,Luxury Red Rose Box with Dom Perignon - Deluxe - 36 Large,11,Rose,24,stems count
48809613295946,Luxury Pink Rose Box and Moet - Standard - 12 Roses,11,Rose,12,stems count
48809613328714,Luxury Pink Rose Box and Moet - Premium - 24 Roses,11,Rose,24,stems count
48809613361482,Luxury Pink Rose Box and Moet - Deluxe - 36 Large,11,Rose,25,stems count
48809613394250,Luxury Pink Rose Box with Dom Perignon - Standard - 12 Roses,11,Rose,12,stems count
48809613427018,Luxury Pink Rose Box with Dom Perignon - Premium - 24 Roses,11,Rose,24,stems count
48809613459786,Luxury Pink Rose Box with Dom Perignon - Deluxe - 36 Large,11,Rose,24,stems count
48809613492554,Luxury Orange Roses and Moet - Standard - 12 Roses,11,Rose,12,stems count
48809613525322,Luxury Orange Roses and Moet - Premium - 24 Roses,11,Rose,24,stems count
48809613558090,Luxury Orange Roses and Moet - Deluxe - 36 Large,11,Rose,28,stems count
48809613590858,Luxury Pink Roses Gift Box & Veuve - Standard - 12 Roses,11,Rose,12,stems count
48809613623626,Luxury Pink Roses Gift Box & Veuve - Premium - 24 Roses,11,Rose,24,stems count
48809613656394,Luxury Pink Roses Gift Box & Veuve - Deluxe - 36 Large,11,Rose,24,stems count
48809613754698,Luxury Orange Roses & Veuve - Standard - 12 Roses,11,Rose,12,stems count
48809613787466,Luxury Orange Roses & Veuve - Premium - 24 Roses,11,Rose,24,stems count
48809613820234,Luxury Orange Roses & Veuve - Deluxe - 36 Large,11,Rose,24,stems count
48809613853002,Luxury Orange Rose Box with Dom Perignon - Standard - 12 Roses,11,Rose,12,stems count
48809613885770,Luxury White Rose Box - Standard - 12 Roses,11,Rose,12,stems count
48809613918538,Luxury Orange Rose Box with Dom Perignon - Premium - 24 Roses,11,Rose,24,stems count
48809613951306,Luxury Orange Rose Box with Dom Perignon - Deluxe - 36 Large,11,Rose,47,stems count
48809613984074,Luxury White Rose Box - Premium - 24 Roses,11,Rose,24,stems count
48809614016842,Luxury White Rose Box - Deluxe - 36 Large,11,Rose,20,stems count
48809614082378,Luxury White Roses & Veuve - Standard - 12 Roses,11,Rose,12,stems count
48809614115146,Luxury White Roses & Veuve - Premium - 24 Roses,11,Rose,24,stems count
48809614147914,Luxury White Roses & Veuve - Deluxe - 36 Large,11,Rose,20,stems count
48809614213450,Luxury White Rose Box with Dom Perignon - Standard - 12 Roses,11,Rose,12,stems count
48809614246218,Luxury White Rose Box with Dom Perignon - Premium - 24 Roses,11,Rose,24,stems count
48809614278986,Luxury White Rose Box with Dom Perignon - Deluxe - 36 Large,11,Rose,19,stems count
48809614344522,Luxury White Roses and Moet - Standard - 12 Roses,11,Rose,12,stems count
48809614377290,Luxury White Roses and Moet - Premium - 24 Roses,11,Rose,24,stems count
48809614410058,Luxury White Roses and Moet - Deluxe - 36 Large,11,Rose,24,stems count
48809614442826,Luxury Orange Roses Gift Box - Standard - 12 Roses,11,Rose,12,stems count
48809614475594,Luxury Orange Roses Gift Box - Premium - 24 Roses,11,Rose,24,stems count
48809614508362,Luxury Orange Roses Gift Box - Deluxe - 36 Large,11,Rose,47,stems count
48809614803274,Rose Delight - White,5,Rose,4,stems count
48809614803274,Rose Delight - White,5,Eucalyptus,8,stems count
48809614836042,Rose Delight - Pink,5,Rose,4,stems count
48809614836042,Rose Delight - Pink,5,Eucalyptus,8,stems count
48809614901578,Rose Delight - Orange,5,Rose,4,stems count
48809614901578,Rose Delight - Orange,5,Eucalyptus,15,stems count
48809614934346,Rose Delight - Yellow,5,Rose,4,stems count
48809614934346,Rose Delight - Yellow,5,Eucalyptus,15,stems count
48809615589706,Pink Orchid in Clear Vase,3,Orchid,2,stems count
48809616343370,Red Poinsettia,3,Poinsettias,8,stems count
48809616703818,"120 Pink, Red and White Tulips",5,Tulip,120,stems count
48809616802122,12 Red Roses + Deluxe Chocolate Gift Set,5,Rose,12,stems count
48809617523018,Peonies in the Sky - 12 Stems,1,Peony,12,stems count
48809617588554,Peonies in the Sky - 18 Stems,1,Peony,18,stems count
48809617654090,Peonies in the Sky - 24 Stems,1,Peony,24,stems count
48809617883466,Red Rose in Luxury Vase  + Large White Bear & Dom Perignon,12,Rose,1,stems count
48809618145610,Pale Yellow Orchidea,3,Orchid,2,stems count
48809618342218,Wild at Heart + Noshy Truffles,5,Rose,12,stems count
48809618342218,Wild at Heart + Noshy Truffles,5,Eucalyptus,8,stems count
48809618669898,Formidable Orchids,5,Orchid,11,stems count
48809618702666,Love Island,5,Orchid,11,stems count
48809619063114,The Advent Wreath,8,Pinecones,8,stems count
48809619063114,The Advent Wreath,8,Berry,24,stems count
48809619554634,501 Red Roses Bouquet,2,Rose,101,stems count
48809619652938,Park Avenue + Truffles + Dom Perignon,12,Rose,12,stems count
48809619652938,Park Avenue + Truffles + Dom Perignon,12,Daisy,8,stems count
48809619652938,Park Avenue + Truffles + Dom Perignon,12,Trachelium,6,stems count
48809619652938,Park Avenue + Truffles + Dom Perignon,12,Pittosporum,5,stems count
48809619751242,Medium Phalaenopsis Orchid - Lime,3,Orchid,3,stems count
48809619784010,Medium Phalaenopsis Orchid - Purple,3,Orchid,3,stems count
48809619816778,Medium Phalaenopsis Orchid - White,3,Orchid,3,stems count
48809619849546,Medium Phalaenopsis Orchid - Pink,3,Orchid,3,stems count
48809619915082,Assorted Triple Stemmed Orchid + Chocolates,12,Orchid,3,stems count
48809619980618,Pink Orchid - Promotion,5,Orchid,2,stems count
48809620013386,Dani Boy + Truffles + Veuve,12,Rose,3,stems count
48809620013386,Dani Boy + Truffles + Veuve,12,Hydrangea,2,stems count
48809620013386,Dani Boy + Truffles + Veuve,12,Daisy,5,stems count
48809620013386,Dani Boy + Truffles + Veuve,12,Forget-me-not,12,stems count
48809620013386,Dani Boy + Truffles + Veuve,12,Foliage,8,stems count
48809620177226,Pink Orchid Plant,3,Orchid,2,stems count
48809620209994,Shana Tova Orchid Set,12,Orchid,2,stems count
48809620242762,White Orchid Plant,3,Orchid,2,stems count
48809620439370,Pink Rose Bridal Bouquet - White,13,Rose,4,stems count
48809620439370,Pink Rose Bridal Bouquet - White,13,Eucalyptus,15,stems count
48809620472138,Pink Rose Bridal Bouquet - Pink,13,Rose,4,stems count
48809620472138,Pink Rose Bridal Bouquet - Pink,13,Eucalyptus,15,stems count
48809620504906,Pink Rose Bridal Bouquet - Red,13,Rose,4,stems count
48809620504906,Pink Rose Bridal Bouquet - Red,13,Eucalyptus,15,stems count
48809620537674,Pink Rose Bridal Bouquet - Orange,13,Rose,4,stems count
48809620537674,Pink Rose Bridal Bouquet - Orange,13,Eucalyptus,15,stems count
48809620570442,Pink Rose Bridal Bouquet - Yellow,13,Rose,4,stems count
48809620570442,Pink Rose Bridal Bouquet - Yellow,13,Eucalyptus,15,stems count
48809621258570,Cotton and Lime Christmas Wreath - 30cm,8,Sprigs,14,stems count
48809621258570,Cotton and Lime Christmas Wreath - 30cm,8,Thistle,5,stems count
48809621258570,Cotton and Lime Christmas Wreath - 30cm,8,Eucalyptus,8,stems count
48809621291338,Eucalyptus and Pinecones Christmas Wreath - 30cm,8,Eucalyptus,15,stems count
48809621291338,Eucalyptus and Pinecones Christmas Wreath - 30cm,8,Pinecones,6,stems count
48809621291338,Eucalyptus and Pinecones Christmas Wreath - 30cm,8,Berry,8,stems count
48809621291338,Eucalyptus and Pinecones Christmas Wreath - 30cm,8,Sprigs,10,stems count
48809621291338,Eucalyptus and Pinecones Christmas Wreath - 30cm,8,Brunia,12,stems count
48809621291338,Eucalyptus and Pinecones Christmas Wreath - 30cm,8,Lotus,4,stems count
48809621324106,Cotton and Lime Christmas Wreath - Special Offer - 30cm,8,Sprigs,12,stems count
48809621324106,Cotton and Lime Christmas Wreath - Special Offer - 30cm,8,Thistle,5,stems count
48809621324106,Cotton and Lime Christmas Wreath - Special Offer - 30cm,8,Eucalyptus,8,stems count
48809621356874,Purple Mist Festive Wreath - 30cm,8,Pinecones,14,stems count
48809621356874,Purple Mist Festive Wreath - 30cm,8,Limonium,12,stems count
48809621356874,Purple Mist Festive Wreath - 30cm,8,Hydrangea,8,stems count
48809621356874,Purple Mist Festive Wreath - 30cm,8,Sprigs,18,stems count
48809621356874,Purple Mist Festive Wreath - 30cm,8,Berry,24,stems count
48809621487946,Orange and Silver festive Wreath - 30cm,8,Eucalyptus,8,stems count
48809621487946,Orange and Silver festive Wreath - 30cm,8,Sprigs,16,stems count
48809621487946,Orange and Silver festive Wreath - 30cm,8,Berry,24,stems count
48809621717322,Three Kings - Special Offer - 30cm,8,Berry,47,stems count
48809621717322,Three Kings - Special Offer - 30cm,8,Sprigs,23,stems count
48809621750090,Infinity Pink Roses in a Black Box,14,Rose,9,stems count
48809621782858,Infinity White Roses in a Black Box,14,Rose,11,stems count
48809622045002,Infinity Red & Pink Roses in a Black Box,14,Rose,9,stems count
48809622110538,5 Red Rose Heads in Luxury Box,14,Rose,5,stems count
48809622143306,Single Red Rose Head in Luxury Vase,15,Rose,1,stems count
48809622176074,Berries and Willow Christmas Wreath - 30cm,8,Berry,8,stems count
48809622176074,Berries and Willow Christmas Wreath - 30cm,8,Thistle,6,stems count
48809622176074,Berries and Willow Christmas Wreath - 30cm,8,Pussy Willow,5,stems count
48809622176074,Berries and Willow Christmas Wreath - 30cm,8,Sprigs,12,stems count
48809622208842,Single White Rose in a Box,14,Rose,1,stems count
48809622241610,The Advent Wreath (White),5,Pinecones,8,stems count
48809622241610,The Advent Wreath (White),5,Berry,24,stems count
48809622274378,5 Infinity Pink & White Roses in a White Box,14,Rose,5,stems count
48809622307146,5 Infinity Pink Roses in a White Box,14,Rose,5,stems count
48809622339914,Infinity Blue Roses in a Black Box,14,Rose,16,stems count
48809622536522,Pink Hydrangea in Ceramic Pot,5,Hydrangea,40,stems count
48809622569290,White Hydrangea in Ceramic Pot,5,Hydrangea,40,stems count
48809622602058,Infinity Blue Roses in a White Box,14,Rose,12,stems count
48809622634826,Silver Lake,16,Rose,5,stems count
48809622634826,Silver Lake,16,Eucalyptus,7,stems count
48809622700362,Hackney,16,Rose,6,stems count
48809622733130,Ginza,16,Gerbera,3,stems count
48809622733130,Ginza,16,Lisianthus,5,stems count
48809622864202,Sunflower Plant in Pink Pot,5,Sunflower,32,stems count
48809622896970,Williamsburg,16,Rose,8,stems count
48809622929738,Bastille,16,Rose,6,stems count
48809622929738,Bastille,16,Foliage,8,stems count
48809622995274,Florist Choice,16,Rose,18,stems count
48809623093578,5 Infinity White Roses in a White Box,14,Rose,5,stems count
48809623454026,Infinity Pink and Purple Roses in a Black Box,14,Rose,20,stems count
48809623486794,Infinity Yellow Roses in a White Hat Box,14,Rose,14,stems count
48809623519562,Infinity Purple Roses in a Black Hat Box,14,Rose,14,stems count
48809623552330,16 Infinity Purple Roses in a Black Box,14,Rose,16,stems count
48809623585098,Infinity Pink and Yellow Roses in a Black Box,14,Rose,16,stems count
48809623781706,Medium Yellow Orchid,3,Orchid,3,stems count
